companyNumber,companyName,status,incorporationDate,companyType,jurisdiction,registeredAddress,sicCodes,employeeCount,employeeCountSource,estimatedRevenue,revenueSource,estimatedValuation,valuationSource,id,createdAt,updatedAt,lastProcessed,processingStatus,dataQualityScore
"13713106","A24 PROPERTY MAINTENANCE LTD","active",Fri Oct 29 2021 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],16230,43290,43341,81300,25,"estimated","3625000","estimated","4567500","estimated","7691d0ec-1f71-41fe-ac15-aa64339bb97a",Fri Aug 08 2025 11:17:29 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:17:29 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:17:29 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"10315249","A1 LOFTS AND EXTENSIONS LIMITED","liquidation",Fri Aug 05 2016 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],41100,43290,43390,177,"estimated","37656750","estimated","54781157","estimated","fffb01b7-0798-4d96-a900-beb6980e4967",Fri Aug 08 2025 11:17:28 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:17:28 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:17:28 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"14957111","JJ'S A* SERVICES LTD","dissolved",Fri Jun 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43341,81210,81221,81229,25,"estimated","3625000","estimated","4350000","estimated","309d3473-a0ec-4e0a-946b-561adc8bf272",Fri Aug 08 2025 11:17:28 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:17:28 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:17:28 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"13101975","FLAT ROOF SOLUTIONS EPDM LTD","active",Tue Dec 29 2020 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43910,25,"estimated","3625000","estimated","4567500","estimated","350ba185-a6f9-4a36-8bc6-3632973c471a",Fri Aug 08 2025 11:17:27 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:17:27 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:17:27 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"14039917","AA CARPENTRY PROJECTS LIMITED","active",Mon Apr 11 2022 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43320,25,"estimated","3625000","estimated","4350000","estimated","4922c154-4b57-4cc6-b9bb-4d3d944da28a",Fri Aug 08 2025 11:17:26 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:17:26 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:17:26 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"10777321","NEWTON AND SONS ROOFING LIMITED","active",Thu May 18 2017 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43910,38,"estimated","5510000","estimated","6942600","estimated","fc1b2f31-abfc-4452-bfb8-e9676db8a593",Fri Aug 08 2025 11:17:24 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:17:24 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:17:24 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"14272466","ABOVE ALL LOFTS AND EXTENSIONS LTD","active",Wed Aug 03 2022 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43999,25,"estimated","3625000","estimated","4350000","estimated","5a42dfa4-7c56-4843-8c32-cbc9c50686fc",Fri Aug 08 2025 11:17:23 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:17:23 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:17:23 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"14997039","MYLES CARY PLASTERING LTD","active",Wed Jul 12 2023 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43310,25,"estimated","3625000","estimated","4350000","estimated","7a57bd53-dadd-4999-8101-1dec9c0d22b1",Fri Aug 08 2025 11:17:22 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:17:22 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:17:22 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"06489022","AGW ROOFING & CONSTRUCTION LIMITED","dissolved",Wed Jan 30 2008 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],42990,466,"estimated","152731500","estimated","334100156","estimated","731186e9-3001-4eaa-8e21-54a3f24fcbfb",Fri Aug 08 2025 11:17:21 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:17:21 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:17:21 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"06410656","A & D LANDSCAPES LTD","active",Fri Oct 26 2007 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],81300,15,"estimated","1875000","estimated","3515625","estimated","28e7e667-aac8-42ae-89b9-a1f1bb08451a",Fri Aug 08 2025 11:17:19 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:17:19 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:17:19 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"10390381","414 CONSTRUCTION LTD","active",Thu Sep 22 2016 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],82990,15,"estimated","1875000","estimated","3234374","estimated","8b46a5d7-178f-4928-b4a1-b0955c801970",Fri Aug 08 2025 11:17:18 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:17:18 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:17:18 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"11550515","4 SEASON ROOFING LIMITED","active",Tue Sep 04 2018 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43910,38,"estimated","5510000","estimated","6942600","estimated","dc18376d-aa54-4c65-b0d8-de3795b69880",Fri Aug 08 2025 11:17:17 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:17:17 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:17:17 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"03899261","ALAN HERON (ARCHITECTURAL JOINERY AND CABINET MAKING) LIMITED","active",Thu Dec 23 1999 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],31090,15,"estimated","1875000","estimated","3796875","estimated","8c186dd5-0ae4-4265-a4db-acce2503e659",Fri Aug 08 2025 11:17:17 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:17:17 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:17:17 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"11142668","30 DAY EXTENSIONS LIMITED","active",Wed Jan 10 2018 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],41100,43999,177,"estimated","37656750","estimated","50017578","estimated","d893dedb-9585-420d-b525-11bd9a3006cd",Fri Aug 08 2025 11:17:13 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:17:13 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:17:13 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"1","12345678","Apple UK Limited","active",Wed Jan 15 2020 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],62012,62020,1250,"estimated","185000000.00","estimated","645000000.00","estimated",Fri Aug 08 2025 11:16:32 GMT+0000 (Coordinated Universal Time),"completed","0.95",Fri Aug 08 2025 11:16:32 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:16:32 GMT+0000 (Coordinated Universal Time)
"2","87654321","Google UK Ltd","active",Fri Aug 22 2003 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],63110,58290,2800,"estimated","420000000.00","estimated","1470000000.00","estimated",Fri Aug 08 2025 11:16:32 GMT+0000 (Coordinated Universal Time),"completed","0.92",Fri Aug 08 2025 11:16:32 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:16:32 GMT+0000 (Coordinated Universal Time)
"3","11223344","Microsoft Limited","active",Sun Mar 10 1985 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],62012,58290,3200,"estimated","580000000.00","estimated","2030000000.00","estimated",Fri Aug 08 2025 11:16:32 GMT+0000 (Coordinated Universal Time),"completed","0.97",Fri Aug 08 2025 11:16:32 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 11:16:32 GMT+0000 (Coordinated Universal Time)
