companyNumber,companyName,status,incorporationDate,companyType,jurisdiction,registeredAddress,sicCodes,employeeCount,employeeCountSource,estimatedRevenue,revenueSource,estimatedValuation,valuationSource,id,createdAt,updatedAt,lastProcessed,processingStatus,dataQualityScore
"04915567","R & M HIGGS LIMITED","active",Tue Sep 30 2003 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],82990,6,"estimated","313500","estimated","259578","estimated","fc8ac398-6909-450c-8459-395f6d365b9e",Fri Aug 08 2025 12:30:21 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:21 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:21 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"09032789","D & M BUILDERS SUSSEX LIMITED","active",Fri May 09 2014 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],41100,7,"estimated","412300","estimated","360680","estimated","669777af-6eff-49f1-95a6-d9a2f05434db",Fri Aug 08 2025 12:30:20 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:20 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:20 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"07952165","D & K GROUNDWORKS LIMITED","active",Thu Feb 16 2012 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43120,3,"estimated","122400","estimated","67417","estimated","c932be76-898c-4571-8338-190fe8863dd7",Fri Aug 08 2025 12:30:18 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:18 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:18 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"14617794","CVH JOINERY LTD","active",Thu Jan 26 2023 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43320,2,"estimated","72000","estimated","32400","estimated","6ece436e-99dd-49ee-a085-26b74b6e16ee",Fri Aug 08 2025 12:30:16 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:16 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:16 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"07010445","CUTWRIGHTS LTD","active",Mon Sep 07 2009 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],31020,5,"estimated","233750","estimated","182792","estimated","fd56b208-ed31-4e49-b61c-d7cf0e42c777",Fri Aug 08 2025 12:30:15 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:15 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:15 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"06149876","CUTTING EDGE CARPENTRY LIMITED","dissolved",Fri Mar 09 2007 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],99999,5,"estimated","233750","estimated","182792","estimated","04911ff8-63a6-467d-b4bc-8c008c0d69d6",Fri Aug 08 2025 12:30:14 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:14 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:14 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"SOLE_1754656212764","Curchods (Head Office)","active",Wed Jan 01 2020 00:00:00 GMT+0000 (Coordinated Universal Time),"sole-trader","england-wales",[object Object],43999,2,"estimated","72000","estimated","33048","estimated","deda266d-27a1-4cd1-b6c1-92a234b93b3a",Fri Aug 08 2025 12:30:12 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:12 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:12 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"13916502","CROYDON MAINTENANCE LTD","dissolved",Tue Feb 15 2022 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],41100,3,"estimated","158100","estimated","120946","estimated","550bf700-3fcd-43cb-b37c-9e7188a72847",Fri Aug 08 2025 12:30:12 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:12 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:12 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"13759777","ANR ROOFING & LOFTS LIMITED","active",Tue Nov 23 2021 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43390,43910,2,"estimated","72000","estimated","33048","estimated","75380dc8-57e8-473b-9779-2dd39bc32c32",Fri Aug 08 2025 12:30:10 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:10 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:10 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"03942322","CROFT HOMES DEVELOPMENTS LIMITED","active",Wed Mar 08 2000 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],41202,9,"estimated","530100","estimated","493788","estimated","2f1c3a4f-4be6-4e05-80a6-1308e3a62f4f",Fri Aug 08 2025 12:30:09 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:09 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:09 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"08488857","CREATIVE SPACE DESIGN AND BUILD LIMITED","active",Mon Apr 15 2013 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],41100,7,"estimated","412300","estimated","360680","estimated","b26b6ea2-6d05-46dd-8735-299077bdeb09",Fri Aug 08 2025 12:30:08 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:08 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:08 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"12014849","CREATIONS BUILDING AND LANDSCAPING LTD","active",Thu May 23 2019 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],41202,81300,3,"estimated","158100","estimated","123365","estimated","cb3c5f57-dc8e-424e-a4d0-1f80bf4afcda",Fri Aug 08 2025 12:30:06 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:06 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:06 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"12014849","CREATIONS BUILDING AND LANDSCAPING LTD","active",Thu May 23 2019 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],41202,81300,3,"estimated","158100","estimated","123365","estimated","e0b377e6-c39a-45b0-9687-ed376226e435",Fri Aug 08 2025 12:30:05 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:05 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:05 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"05084264","CRADDOCKWOOD HOMES LIMITED","dissolved",Thu Mar 25 2004 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],41100,9,"estimated","530100","estimated","493788","estimated","6c3014ff-3774-41f2-a39b-defbefab2086",Fri Aug 08 2025 12:30:03 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:03 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:03 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"09316326","COSTA MAINTENANCE LIMITED","active",Tue Nov 18 2014 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],98100,5,"estimated","233750","estimated","171666","estimated","1595e94d-c61c-4e83-9cd6-115bc89523a4",Fri Aug 08 2025 12:30:02 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:02 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:02 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"10383172","CORELINE CONSTRUCTION LTD","active",Mon Sep 19 2016 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],41201,41202,43110,43120,3,"estimated","122400","estimated","67417","estimated","b91e98dd-3add-4766-935b-052aa526b8d8",Fri Aug 08 2025 12:30:01 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:01 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:30:01 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"06536829","COPPERWOOD DEVELOPMENTS LIMITED","active",Mon Mar 17 2008 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],41100,7,"estimated","412300","estimated","384057","estimated","579c3545-b18d-47d9-9083-b0df2fef2ba2",Fri Aug 08 2025 12:29:59 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:59 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:59 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"09696452","COOPERS LANDSCAPES LTD","dissolved",Tue Jul 21 2015 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],,4,"estimated","187000","estimated","137332","estimated","41e25389-df79-4425-ae5d-03a8a5821560",Fri Aug 08 2025 12:29:57 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:57 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:57 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"11055784","CONSULT A BUILDER LTD","active",Thu Nov 09 2017 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],46730,82990,2,"estimated","82500","estimated","50490","estimated","bf1ab4a0-4e6e-49c4-862f-9b83f6ad4977",Fri Aug 08 2025 12:29:56 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:56 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:56 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"07606150","CONNECT HOUSE LEATHERHEAD LIMITED","active",Fri Apr 15 2011 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],68209,5,"estimated","233750","estimated","171666","estimated","6a193018-b923-4cca-aeee-31b88a67058c",Fri Aug 08 2025 12:29:55 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:55 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:55 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"05289783","COMPLETE BUILDING SOLUTIONS LIMITED","active",Wed Nov 17 2004 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],42990,12,"estimated","900000","estimated","1117800","estimated","c61f2395-f495-412a-a39d-804d76181d78",Fri Aug 08 2025 12:29:53 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:53 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:53 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"07232899","COBHAM COURT LANDSCAPING LTD","active",Fri Apr 23 2010 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],81300,2,"estimated","52500","estimated","21262","estimated","faa4992c-70c8-427e-bd63-e60be4cc783d",Fri Aug 08 2025 12:29:51 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:51 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:51 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"16029645","CMJ PLASTERING & TAPING LTD","active",Mon Oct 21 2024 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43310,2,"estimated","72000","estimated","27540","estimated","0e7a493e-a311-488a-b58c-0a7175003d4f",Fri Aug 08 2025 12:29:50 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:50 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:50 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"12406344","GLOVER'S GROUNDWORKS & SITE SERVICES LTD","dissolved",Wed Jan 15 2020 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],42990,7,"estimated","498750","estimated","549423","estimated","4d22115a-e1d0-415f-911f-6c731097c38b",Fri Aug 08 2025 12:29:49 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:49 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:49 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"06421460","CLASSIC JOINERY (SURREY) LIMITED","active",Thu Nov 08 2007 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43320,3,"estimated","122400","estimated","71787","estimated","738f0f2b-86ad-48c4-a98c-ff9b4d5bbb7e",Fri Aug 08 2025 12:29:47 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:47 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:47 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"04323108","CLASSIC IMAGES LIMITED","dissolved",Thu Nov 15 2001 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],90030,6,"estimated","313500","estimated","259578","estimated","960bc765-3e9c-41c4-9ac9-6b36dcec98bc",Fri Aug 08 2025 12:29:46 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:46 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:46 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"15590375","CLAREMONT HOMES LTD","active",Sun Mar 24 2024 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],68209,68320,98000,2,"estimated","82500","estimated","42075","estimated","1693d95b-2af3-443c-b682-73d192c1626c",Fri Aug 08 2025 12:29:45 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:45 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:45 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"14796222","CLAREMONT DESIGN BUILD LTD","active",Wed Apr 12 2023 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],41100,41202,3,"estimated","158100","estimated","120946","estimated","5668ea94-6be2-4b69-bf9b-9926268ee842",Fri Aug 08 2025 12:29:44 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:44 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:44 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"SC370725","CJW GOLF LTD","administration",Wed Jan 06 2010 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","scotland",[object Object],43120,43999,3,"estimated","122400","estimated","67417","estimated","53a6ff3c-9ff4-4c93-913e-8744f47fae1a",Fri Aug 08 2025 12:29:42 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:42 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:42 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"15648874","R. CHURCHILL BUILDING & ROOFING LTD","active",Mon Apr 15 2024 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],41100,43910,2,"estimated","72000","estimated","27540","estimated","17d03188-443e-4e28-be8b-fd6bb43b0a91",Fri Aug 08 2025 12:29:41 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:41 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:41 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"08061022","CHRISTIES ESTATE AGENTS (LEATHERHEAD) LTD","dissolved",Tue May 08 2012 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],68310,5,"estimated","233750","estimated","171666","estimated","0b8181fa-b2c5-4990-82da-99df9e6c06f5",Fri Aug 08 2025 12:29:40 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:40 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:40 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"09376678","CHRIS CARPENTRY KP LIMITED","active",Wed Jan 07 2015 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],16230,31020,31090,43320,3,"estimated","122400","estimated","67417","estimated","d7536869-673c-4f73-843e-3a705bfa26c6",Fri Aug 08 2025 12:29:38 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:38 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:38 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"13565350","CHICHESTER BUILD AND GROUNDWORKS LIMITED","active",Fri Aug 13 2021 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],41100,3,"estimated","158100","estimated","123365","estimated","583f33fb-800a-4547-a8e0-2c1f89a384f1",Fri Aug 08 2025 12:29:37 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:37 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:37 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"00854646","ROSEBERY COURT (CHESSINGTON) MAINTENANCE LIMITED","active",Mon Jul 19 1965 00:00:00 GMT+0000 (Coordinated Universal Time),"private-limited-guarant-nsc","england-wales",[object Object],98000,6,"estimated","313500","estimated","259578","estimated","5719a4d6-d692-4d20-a0a2-3197628f2f4b",Fri Aug 08 2025 12:29:35 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:35 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:35 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"10652277","CHELSEA CONTRACTORS LTD","active",Sat Mar 04 2017 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43390,3,"estimated","122400","estimated","63672","estimated","28d3bcc9-878a-4893-a105-47ab8133bda9",Fri Aug 08 2025 12:29:34 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:34 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:34 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"12416145","CHECKLIST PROPERTY SOLUTIONS LTD","dissolved",Tue Jan 21 2020 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],81210,2,"estimated","52500","estimated","20081","estimated","2f55b104-b080-4bdd-a793-667d8932bd03",Fri Aug 08 2025 12:29:32 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:32 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:32 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"15576298","CHECK A DRIP ROOFING LTD","active",Tue Mar 19 2024 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43910,2,"estimated","72000","estimated","27540","estimated","c77e17a9-13d8-4c1d-b157-6d258821dd2c",Fri Aug 08 2025 12:29:31 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:31 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:31 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"15576298","CHECK A DRIP ROOFING LTD","active",Tue Mar 19 2024 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43910,2,"estimated","72000","estimated","27540","estimated","e3d5f8c8-53aa-4cdd-9661-65207ebea510",Fri Aug 08 2025 12:29:30 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:30 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:30 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"08967411","CHEAM PLASTERING LIMITED","active",Mon Mar 31 2014 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43310,3,"estimated","122400","estimated","67417","estimated","bbd0df49-c836-4ecc-9117-415ab66d92bc",Fri Aug 08 2025 12:29:28 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:28 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:28 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"15207516","CHEAM BUILDING SERVICES LTD","active",Thu Oct 12 2023 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43999,2,"estimated","72000","estimated","32400","estimated","923450ae-ca8c-4f43-8cca-e1fdf2514c2c",Fri Aug 08 2025 12:29:27 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:27 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:27 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"LP006538","VAYNOR LIMITED IN LIMITED PARTNERSHIP WITH VINCENT CHARLES THOMAS","active",Fri Sep 24 1999 00:00:00 GMT+0000 (Coordinated Universal Time),"limited-partnership","england-wales",[object Object],,6,"estimated","313500","estimated","259578","estimated","a3aabaa8-0390-488d-80de-a85f25602898",Fri Aug 08 2025 12:29:26 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:26 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:26 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"07346184","CHANDLERS ROOFING SUPPLIES LIMITED","active",Mon Aug 16 2010 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],46130,5,"estimated","233750","estimated","171666","estimated","fe21e9c8-987c-4d93-9cf3-ce946f6e8f6f",Fri Aug 08 2025 12:29:24 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:24 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:24 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"02820046","CHANDLERS BUILDING SUPPLIES LIMITED","active",Thu May 20 1993 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],46130,6,"estimated","313500","estimated","259578","estimated","62adb852-2bdd-468b-a9d2-26a512dedca0",Fri Aug 08 2025 12:29:23 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:23 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:23 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"08236662","BUSINESS CHALLENGERS LIMITED","active",Tue Oct 02 2012 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],99999,5,"estimated","233750","estimated","171666","estimated","cd092919-7e6c-4409-a8af-b7258d3f7050",Fri Aug 08 2025 12:29:22 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:22 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:22 GMT+0000 (Coordinated Universal Time),"completed","0.95"
